medium_multiplier,high_multiplier,balanced_accuracy
0.95,1.975,0.9708485482236225
1.225,2.3,0.9708482324587392
0.95,2.075,0.9708478199022451
1.1,2.225,0.9708468292099974
1.025,1.925,0.9708465284290956
1.1,1.85,0.9708463713131863
0.8,1.6,0.9708457098367385
0.875,1.8,0.9708454793552682
0.925,2.0,0.9708451770413019
1.025,1.975,0.9708448428379354
0.85,1.7,0.9708440960780744
0.925,1.625,0.9708437618747077
1.075,2.125,0.9708435832541858
1.05,2.2,0.9708430320202659
1.05,2.025,0.9708428030718603
1.125,2.275,0.9708423236704365
1.025,1.95,0.970842199976992
1.05,2.075,0.9708411174806999
1.05,1.725,0.9708406595838888
0.925,1.875,0.9708406196407927
1.05,2.0,0.970840160210917
1.175,1.925,0.9708394718326357
0.825,1.65,0.9708391645311026
1.125,1.975,0.9708384945913048
1.075,2.075,0.9708382975322994
0.9,2.05,0.9708378315817924
0.9,1.925,0.9708376026333868
1.05,1.975,0.9708375173499738
0.95,1.675,0.9708367905616608
0.925,1.975,0.9708355628673119
1.075,1.875,0.9708354257229505
0.9,1.95,0.9708332741812833
0.8,1.5,0.9708324955320222
0.825,1.725,0.9708314648966784
0.8,1.675,0.9708310388892674
1.05,2.275,0.9708300466639553
1.075,2.3,0.970829869576498
1.125,1.85,0.970829608738692
1.05,1.85,0.970828631497361
1.0,1.65,0.9708283307164591
0.825,1.8,0.9708280937143577
1.2,1.975,0.9708279949800279
0.925,1.925,0.970827634284482
1.1,2.175,0.9708276008620172
1.05,2.25,0.9708274038030119
0.875,1.525,0.9708267503802599
0.925,2.05,0.9708252203719444
1.15,2.025,0.970824977972622
0.85,1.75,0.9708241394087169
0.825,1.45,0.9708240356868204
1.1,2.125,0.9708223151401308
1.075,2.05,0.9708217120452624
0.875,2.0,0.9708214231822129
0.95,2.125,0.9708208919198409
0.825,1.825,0.9708194368101507
0.875,1.775,0.9708192796942413
1.075,2.025,0.9708190691843193
0.825,1.55,0.9708189789133396
1.15,2.225,0.970818235607981
1.175,2.05,0.9708178295721179
1.125,2.175,0.97081780960057
0.9,1.875,0.9708157314244633
0.8,1.825,0.9708156396204192
1.025,2.2,0.9708155009429933
1.0,2.15,0.9708150749355825
0.875,1.875,0.9708142229207605
1.175,2.275,0.97081373006842
1.0,1.75,0.9708136597689881
0.925,2.025,0.9708129633370111
1.025,2.275,0.9708121297606728
0.85,1.725,0.9708118823737836
0.875,1.475,0.9708118504843832
0.8,1.65,0.9708118105412873
1.05,2.3,0.970811775585758
0.9,1.75,0.9708111740239542
1.025,2.15,0.9708102152211068
0.975,2.1,0.9708101433886105
1.0,1.675,0.970810059638262
1.15,2.275,0.9708095787037738
1.125,2.225,0.9708091526963627
0.95,1.85,0.9708091342578792
1.075,1.775,0.9708082687921405
0.95,2.175,0.9708079065635302
0.8,1.525,0.970807253140778
0.925,1.525,0.9708069907699076
0.825,1.675,0.9708069508268117
0.8,1.75,0.9708067537678065
0.8,1.625,0.9708065248194009
0.85,1.4,0.9708061387550858
1.1,2.1,0.9708057296530939
0.825,1.7,0.9708052652356516
1.225,2.05,0.97080521836227
0.975,2.15,0.9708041293453467
0.85,1.6,0.9708029965211709
0.8,1.55,0.9708029246886746
1.0,2.1,0.970802817900649
0.925,1.8,0.9708021629448323
0.875,1.7,0.9708017369374214
1.15,2.2,0.970801650120944
0.9,1.575,0.9708013309015585
1.125,2.15,0.970801224113533
1.2,2.1,0.9707993814064633
0.875,1.825,0.9707993230248838
0.85,1.9,0.9707991259658785
1.075,1.8,0.9707969690269902
0.825,1.6,0.9707963793830388
1.225,2.025,0.9707956041882797
0.9,1.725,0.9707945885369172
0.85,1.65,0.9707943396169637
0.85,1.5,0.970794110668558
1.025,2.3,0.9707938586824755
0.975,2.075,0.9707935579015737
0.85,1.825,0.9707928829742091
1.2,2.3,0.9707926390418221
0.9,2.0,0.9707924035727854
0.85,1.625,0.9707916967560205
1.1,1.925,0.9707915580785946
1.0,2.125,0.9707915181354987
0.8,1.775,0.9707911255505525
0.975,2.05,0.9707909150406304
1.0,2.225,0.9707907898141214
0.925,1.55,0.9707887196917105
1.15,1.9,0.9707882068678221
1.25,2.1,0.9707867701966153
0.825,1.575,0.9707867652090486
0.925,2.075,0.9707860353546067
0.875,1.675,0.9707851514503846
1.15,1.925,0.9707838784157184
